1	1	1	1
2	1	2	2
3	1	3	3
4	1	4	4
5	1	5	5
6	1	6	6
7	1	7	7
8	1	8	8
9	1	9	9
10	1	10	10
11	2	10	11
12	2	11	12
13	2	9	13
14	2	12	14
15	2	13	15
16	2	7	16
17	2	6	17
18	2	5	18
19	2	4	19
20	2	3	20
21	2	2	21
22	2	14	22
23	2	15	23
24	3	16	7
25	3	17	8
26	3	10	9
27	4	10	11
28	4	18	12
29	4	16	13
30	5	19	9
31	5	20	10
32	5	21	11
33	5	22	12
34	5	23	13
35	5	24	14
36	6	24	9
37	6	25	10
38	6	26	11
39	6	27	12
40	6	28	13
